Series ID,Year,Period,Label,Value,1-Month % Change,3-Month % Change,6-Month % Change,12-Month % Change
SUUR0000SAF11,2021,M05,2021 May,139.863,0.3,1.1,2.0,0.6
SUUR0000SAF11,2021,M06,2021 Jun,140.842,0.7,1.6,2.4,0.7
SUUR0000SAF11,2021,M07,2021 Jul,141.695,0.6,1.6,2.7,2.2
SUUR0000SAF11,2021,M08,2021 Aug,142.111,0.3,1.6,2.7,2.6
SUUR0000SAF11,2021,M09,2021 Sep,143.649,1.1,2.0,3.6,4.2
SUUR0000SAF11,2021,M10,2021 Oct,145.178,1.1,2.5,4.1,5.1
SUUR0000SEFV,2000,M01,2000 Jan,100.2,0.2,N/A,N/A,N/A
SUUR0000SEFV,2000,M02,2000 Feb,100.5,0.3,N/A,N/A,N/A
SUUR0000SEFV,2000,M03,2000 Mar,100.7,0.2,0.7,N/A,N/A
SUUR0000SEFV,2000,M04,2000 Apr,100.8,0.1,0.6,N/A,N/A
SUUR0000SEFV,2000,M05,2000 May,101.0,0.2,0.5,N/A,N/A
SUUR0000SEFV,2000,M06,2000 Jun,101.2,0.2,0.5,1.2,N/A
SUUR0000SEFV,2000,M07,2000 Jul,101.5,0.3,0.7,1.3,N/A
SUUR0000SEFV,2000,M08,2000 Aug,101.7,0.2,0.7,1.2,N/A
SUUR0000SEFV,2000,M09,2000 Sep,102.0,0.3,0.8,1.3,N/A
SUUR0000SEFV,2000,M10,2000 Oct,102.0,0.0,0.5,1.2,N/A
SUUR0000SEFV,2000,M11,2000 Nov,102.1,0.1,0.4,1.1,N/A
SUUR0000SEFV,2000,M12,2000 Dec,102.4,0.3,0.4,1.2,2.4
SUUR0000SEFV,2001,M01,2001 Jan,102.7,0.3,0.7,1.2,2.5
SUUR0000SEFV,2001,M02,2001 Feb,102.9,0.2,0.8,1.2,2.4
SUUR0000SEFV,2001,M03,2001 Mar,103.2,0.3,0.8,1.2,2.5
SUUR0000SEFV,2001,M04,2001 Apr,103.5,0.3,0.8,1.5,2.7
SUUR0000SEFV,2001,M05,2001 May,103.8,0.3,0.9,1.7,2.8
SUUR0000SEFV,2001,M06,2001 Jun,104.0,0.2,0.8,1.6,2.8
SUUR0000SEFV,2001,M07,2001 Jul,104.4,0.4,0.9,1.7,2.9
SUUR0000SEFV,2001,M08,2001 Aug,104.7,0.3,0.9,1.7,2.9
SUUR0000SEFV,2001,M09,2001 Sep,105.0,0.3,1.0,1.7,2.9
SUUR0000SEFV,2001,M10,2001 Oct,105.3,0.3,0.9,1.7,3.2
SUUR0000SEFV,2001,M11,2001 Nov,105.4,0.1,0.7,1.5,3.2
SUUR0000SEFV,2001,M12,2001 Dec,105.6,0.2,0.6,1.5,3.1
SUUR0000SEFV,2002,M01,2002 Jan,105.9,0.3,0.6,1.4,3.1
SUUR0000SEFV,2002,M02,2002 Feb,106.1,0.2,0.7,1.3,3.1
SUUR0000SEFV,2002,M03,2002 Mar,106.2,0.1,0.6,1.1,2.9
SUUR0000SEFV,2002,M04,2002 Apr,106.3,0.1,0.4,0.9,2.7
SUUR0000SEFV,2002,M05,2002 May,106.6,0.3,0.5,1.1,2.7
SUUR0000SEFV,2002,M06,2002 Jun,106.9,0.3,0.7,1.2,2.8
SUUR0000SEFV,2002,M07,2002 Jul,107.1,0.2,0.8,1.1,2.6
SUUR0000SEFV,2002,M08,2002 Aug,107.2,0.1,0.6,1.0,2.4
SUUR0000SEFV,2002,M09,2002 Sep,107.5,0.3,0.6,1.2,2.4
SUUR0000SEFV,2002,M10,2002 Oct,107.7,0.2,0.6,1.3,2.3
SUUR0000SEFV,2002,M11,2002 Nov,107.9,0.2,0.7,1.2,2.4
SUUR0000SEFV,2002,M12,2002 Dec,108.1,0.2,0.6,1.1,2.4
SUUR0000SEFV,2003,M01,2003 Jan,108.0,-0.1,0.3,0.8,2.0
SUUR0000SEFV,2003,M02,2003 Feb,108.4,0.4,0.5,1.1,2.2
SUUR0000SEFV,2003,M03,2003 Mar,108.6,0.2,0.5,1.0,2.3
SUUR0000SEFV,2003,M04,2003 Apr,108.7,0.1,0.6,0.9,2.3
SUUR0000SEFV,2003,M05,2003 May,108.9,0.2,0.5,0.9,2.2
SUUR0000SEFV,2003,M06,2003 Jun,109.2,0.3,0.6,1.0,2.2
SUUR0000SEFV,2003,M07,2003 Jul,109.4,0.2,0.6,1.3,2.1
SUUR0000SEFV,2003,M08,2003 Aug,109.6,0.2,0.6,1.1,2.2
SUUR0000SEFV,2003,M09,2003 Sep,109.7,0.1,0.5,1.0,2.0
SUUR0000SEFV,2003,M10,2003 Oct,110.0,0.3,0.5,1.2,2.1
SUUR0000SEFV,2003,M11,2003 Nov,110.3,0.3,0.6,1.3,2.2
SUUR0000SEFV,2003,M12,2003 Dec,110.6,0.3,0.8,1.3,2.3
SUUR0000SEFV,2004,M01,2004 Jan,111.0,0.4,0.9,1.5,2.8
SUUR0000SEFV,2004,M02,2004 Feb,111.3,0.3,0.9,1.6,2.7
SUUR0000SEFV,2004,M03,2004 Mar,111.5,0.2,0.8,1.6,2.7
SUUR0000SEFV,2004,M04,2004 Apr,111.8,0.3,0.7,1.6,2.9
SUUR0000SEFV,2004,M05,2004 May,112.0,0.2,0.6,1.5,2.8
SUUR0000SEFV,2004,M06,2004 Jun,112.2,0.2,0.6,1.4,2.7
SUUR0000SEFV,2004,M07,2004 Jul,112.7,0.4,0.8,1.5,3.0
SUUR0000SEFV,2004,M08,2004 Aug,113.0,0.3,0.9,1.5,3.1
SUUR0000SEFV,2004,M09,2004 Sep,113.3,0.3,1.0,1.6,3.3
SUUR0000SEFV,2004,M10,2004 Oct,113.6,0.3,0.8,1.6,3.3
SUUR0000SEFV,2004,M11,2004 Nov,113.7,0.1,0.6,1.5,3.1
SUUR0000SEFV,2004,M12,2004 Dec,113.9,0.2,0.5,1.5,3.0
SUUR0000SEFV,2005,M01,2005 Jan,114.4,0.4,0.7,1.5,3.1
SUUR0000SEFV,2005,M02,2005 Feb,114.7,0.3,0.9,1.5,3.1
SUUR0000SEFV,2005,M03,2005 Mar,114.9,0.2,0.9,1.4,3.0
SUUR0000SEFV,2005,M04,2005 Apr,115.2,0.3,0.7,1.4,3.0
SUUR0000SEFV,2005,M05,2005 May,115.4,0.2,0.6,1.5,3.0
SUUR0000SEFV,2005,M06,2005 Jun,115.7,0.3,0.7,1.6,3.1
SUUR0000SEFV,2005,M07,2005 Jul,116.0,0.3,0.7,1.4,2.9
SUUR0000SEFV,2005,M08,2005 Aug,116.4,0.3,0.9,1.5,3.0
SUUR0000SEFV,2005,M09,2005 Sep,116.6,0.2,0.8,1.5,2.9
SUUR0000SEFV,2005,M10,2005 Oct,117.0,0.3,0.9,1.6,3.0
SUUR0000SEFV,2005,M11,2005 Nov,117.3,0.3,0.8,1.6,3.2
SUUR0000SEFV,2005,M12,2005 Dec,117.5,0.2,0.8,1.6,3.2
SUUR0000SEFV,2006,M01,2006 Jan,117.8,0.3,0.7,1.6,3.0
SUUR0000SEFV,2006,M02,2006 Feb,118.1,0.3,0.7,1.5,3.0
SUUR0000SEFV,2006,M03,2006 Mar,118.4,0.3,0.8,1.5,3.0
SUUR0000SEFV,2006,M04,2006 Apr,118.7,0.3,0.8,1.5,3.0
SUUR0000SEFV,2006,M05,2006 May,119.1,0.3,0.8,1.5,3.2
SUUR0000SEFV,2006,M06,2006 Jun,119.4,0.3,0.8,1.6,3.2
SUUR0000SEFV,2006,M07,2006 Jul,119.7,0.3,0.8,1.6,3.2
SUUR0000SEFV,2006,M08,2006 Aug,120.0,0.3,0.8,1.6,3.1
SUUR0000SEFV,2006,M09,2006 Sep,120.2,0.2,0.7,1.5,3.1
SUUR0000SEFV,2006,M10,2006 Oct,120.6,0.3,0.8,1.6,3.1
SUUR0000SEFV,2006,M11,2006 Nov,120.8,0.2,0.7,1.4,3.0
SUUR0000SEFV,2006,M12,2006 Dec,121.2,0.3,0.8,1.5,3.1
SUUR0000SEFV,2007,M01,2007 Jan,121.811,0.5,1.0,1.8,3.4
SUUR0000SEFV,2007,M02,2007 Feb,122.208,0.3,1.2,1.8,3.5
SUUR0000SEFV,2007,M03,2007 Mar,122.324,0.1,0.9,1.8,3.3
SUUR0000SEFV,2007,M04,2007 Apr,122.710,0.3,0.7,1.7,3.4
SUUR0000SEFV,2007,M05,2007 May,122.989,0.2,0.6,1.8,3.3
SUUR0000SEFV,2007,M06,2007 Jun,123.458,0.4,0.9,1.9,3.4
SUUR0000SEFV,2007,M07,2007 Jul,123.997,0.4,1.0,1.8,3.6
SUUR0000SEFV,2007,M08,2007 Aug,124.517,0.4,1.2,1.9,3.8
SUUR0000SEFV,2007,M09,2007 Sep,125.043,0.4,1.3,2.2,4.0
SUUR0000SEFV,2007,M10,2007 Oct,125.361,0.3,1.1,2.2,3.9
SUUR0000SEFV,2007,M11,2007 Nov,125.630,0.2,0.9,2.1,4.0
SUUR0000SEFV,2007,M12,2007 Dec,125.875,0.2,0.7,2.0,3.9
SUUR0000SEFV,2008,M01,2008 Jan,126.377,0.4,0.8,1.9,3.7
SUUR0000SEFV,2008,M02,2008 Feb,126.837,0.4,1.0,1.9,3.8
SUUR0000SEFV,2008,M03,2008 Mar,127.220,0.3,1.1,1.7,4.0
SUUR0000SEFV,2008,M04,2008 Apr,127.595,0.3,1.0,1.8,4.0
SUUR0000SEFV,2008,M05,2008 May,128.152,0.4,1.0,2.0,4.2
SUUR0000SEFV,2008,M06,2008 Jun,128.847,0.5,1.3,2.4,4.4
SUUR0000SEFV,2008,M07,2008 Jul,129.552,0.5,1.5,2.5,4.5
SUUR0000SEFV,2008,M08,2008 Aug,129.981,0.3,1.4,2.5,4.4
SUUR0000SEFV,2008,M09,2008 Sep,130.708,0.6,1.4,2.7,4.5
SUUR0000SEFV,2008,M10,2008 Oct,131.297,0.5,1.3,2.9,4.7
SUUR0000SEFV,2008,M11,2008 Nov,131.732,0.3,1.3,2.8,4.9
SUUR0000SEFV,2008,M12,2008 Dec,132.107,0.3,1.1,2.5,5.0
SUUR0000SEFV,2009,M01,2009 Jan,132.472,0.3,0.9,2.3,4.8
SUUR0000SEFV,2009,M02,2009 Feb,132.826,0.3,0.8,2.2,4.7
SUUR0000SEFV,2009,M03,2009 Mar,133.006,0.1,0.7,1.8,4.5
SUUR0000SEFV,2009,M04,2009 Apr,133.303,0.2,0.6,1.5,4.5
SUUR0000SEFV,2009,M05,2009 May,133.436,0.1,0.5,1.3,4.1
SUUR0000SEFV,2009,M06,2009 Jun,133.593,0.1,0.4,1.1,3.7
SUUR0000SEFV,2009,M07,2009 Jul,133.724,0.1,0.3,0.9,3.2
SUUR0000SEFV,2009,M08,2009 Aug,133.861,0.1,0.3,0.8,3.0
SUUR0000SEFV,2009,M09,2009 Sep,133.987,0.1,0.3,0.7,2.5
SUUR0000SEFV,2009,M10,2009 Oct,134.152,0.1,0.3,0.6,2.2
SUUR0000SEFV,2009,M11,2009 Nov,134.384,0.2,0.4,0.7,2.0
SUUR0000SEFV,2009,M12,2009 Dec,134.469,0.1,0.4,0.7,1.8
SUUR0000SEFV,2010,M01,2010 Jan,134.522,0.0,0.3,0.6,1.5
SUUR0000SEFV,2010,M02,2010 Feb,134.552,0.0,0.1,0.5,1.3
SUUR0000SEFV,2010,M03,2010 Mar,134.562,0.0,0.1,0.4,1.2
SUUR0000SEFV,2010,M04,2010 Apr,134.759,0.1,0.2,0.5,1.1
SUUR0000SEFV,2010,M05,2010 May,134.881,0.1,0.2,0.4,1.1
SUUR0000SEFV,2010,M06,2010 Jun,134.926,0.0,0.3,0.3,1.0
SUUR0000SEFV,2010,M07,2010 Jul,134.850,-0.1,0.1,0.2,0.8
SUUR0000SEFV,2010,M08,2010 Aug,135.500,0.5,0.5,0.7,1.2
SUUR0000SEFV,2010,M09,2010 Sep,136.068,0.4,0.8,1.1,1.6
SUUR0000SEFV,2010,M10,2010 Oct,136.170,0.1,1.0,1.0,1.5
SUUR0000SEFV,2010,M11,2010 Nov,136.328,0.1,0.6,1.1,1.4
SUUR0000SEFV,2010,M12,2010 Dec,136.483,0.1,0.3,1.2,1.5
SUUR0000SEFV,2011,M01,2011 Jan,136.741,0.2,0.4,1.4,1.6
SUUR0000SEFV,2011,M02,2011 Feb,136.960,0.2,0.5,1.1,1.8
SUUR0000SEFV,2011,M03,2011 Mar,137.385,0.3,0.7,1.0,2.1
SUUR0000SEFV,2011,M04,2011 Apr,137.869,0.4,0.8,1.2,2.3
SUUR0000SEFV,2011,M05,2011 May,138.102,0.2,0.8,1.3,2.4
SUUR0000SEFV,2011,M06,2011 Jun,138.502,0.3,0.8,1.5,2.7
SUUR0000SEFV,2011,M07,2011 Jul,138.785,0.2,0.7,1.5,2.9
SUUR0000SEFV,2011,M08,2011 Aug,139.287,0.4,0.9,1.7,2.8
SUUR0000SEFV,2011,M09,2011 Sep,139.642,0.3,0.8,1.6,2.6
SUUR0000SEFV,2011,M10,2011 Oct,139.895,0.2,0.8,1.5,2.7
SUUR0000SEFV,2011,M11,2011 Nov,140.216,0.2,0.7,1.5,2.9
SUUR0000SEFV,2011,M12,2011 Dec,140.478,0.2,0.6,1.4,2.9
SUUR0000SEFV,2012,M01,2012 Jan,140.884,0.3,0.7,1.5,3.0
SUUR0000SEFV,2012,M02,2012 Feb,141.139,0.2,0.7,1.3,3.1
SUUR0000SEFV,2012,M03,2012 Mar,141.436,0.2,0.7,1.3,2.9
SUUR0000SEFV,2012,M04,2012 Apr,141.837,0.3,0.7,1.4,2.9
SUUR0000SEFV,2012,M05,2012 May,142.214,0.3,0.8,1.4,3.0
SUUR0000SEFV,2012,M06,2012 Jun,142.555,0.2,0.8,1.5,2.9
SUUR0000SEFV,2012,M07,2012 Jul,142.855,0.2,0.7,1.4,2.9
SUUR0000SEFV,2012,M08,2012 Aug,143.274,0.3,0.7,1.5,2.9
SUUR0000SEFV,2012,M09,2012 Sep,143.511,0.2,0.7,1.5,2.8
SUUR0000SEFV,2012,M10,2012 Oct,143.635,0.1,0.5,1.3,2.7
SUUR0000SEFV,2012,M11,2012 Nov,143.811,0.1,0.4,1.1,2.6
SUUR0000SEFV,2012,M12,2012 Dec,143.979,0.1,0.3,1.0,2.5
SUUR0000SEFV,2013,M01,2013 Jan,144.170,0.1,0.4,0.9,2.3
SUUR0000SEFV,2013,M02,2013 Feb,144.320,0.1,0.4,0.7,2.3
SUUR0000SEFV,2013,M03,2013 Mar,144.600,0.2,0.4,0.8,2.2
SUUR0000SEFV,2013,M04,2013 Apr,145.082,0.3,0.6,1.0,2.3
SUUR0000SEFV,2013,M05,2013 May,145.345,0.2,0.7,1.1,2.2
SUUR0000SEFV,2013,M06,2013 Jun,145.579,0.2,0.7,1.1,2.1
SUUR0000SEFV,2013,M07,2013 Jul,145.806,0.2,0.5,1.1,2.1
SUUR0000SEFV,2013,M08,2013 Aug,146.084,0.2,0.5,1.2,2.0
SUUR0000SEFV,2013,M09,2013 Sep,146.221,0.1,0.4,1.1,1.9
SUUR0000SEFV,2013,M10,2013 Oct,146.428,0.1,0.4,0.9,1.9
SUUR0000SEFV,2013,M11,2013 Nov,146.779,0.2,0.5,1.0,2.1
SUUR0000SEFV,2013,M12,2013 Dec,146.975,0.1,0.5,1.0,2.1
SUUR0000SEFV,2014,M01,2014 Jan,147.078,0.1,0.4,0.9,2.0
SUUR0000SEFV,2014,M02,2014 Feb,147.410,0.2,0.4,0.9,2.1
SUUR0000SEFV,2014,M03,2014 Mar,147.843,0.3,0.6,1.1,2.2
SUUR0000SEFV,2014,M04,2014 Apr,148.214,0.3,0.8,1.2,2.2
SUUR0000SEFV,2014,M05,2014 May,148.438,0.2,0.7,1.1,2.1
SUUR0000SEFV,2014,M06,2014 Jun,148.725,0.2,0.6,1.2,2.2
SUUR0000SEFV,2014,M07,2014 Jul,149.218,0.3,0.7,1.5,2.3
SUUR0000SEFV,2014,M08,2014 Aug,149.563,0.2,0.8,1.5,2.4
SUUR0000SEFV,2014,M09,2014 Sep,150.020,0.3,0.9,1.5,2.6
SUUR0000SEFV,2014,M10,2014 Oct,150.352,0.2,0.8,1.4,2.7
SUUR0000SEFV,2014,M11,2014 Nov,150.894,0.4,0.9,1.7,2.8
SUUR0000SEFV,2014,M12,2014 Dec,151.286,0.3,0.8,1.7,2.9
SUUR0000SEFV,2015,M01,2015 Jan,151.452,0.1,0.7,1.5,3.0
SUUR0000SEFV,2015,M02,2015 Feb,151.898,0.3,0.7,1.6,3.0
SUUR0000SEFV,2015,M03,2015 Mar,152.143,0.2,0.6,1.4,2.9
SUUR0000SEFV,2015,M04,2015 Apr,152.527,0.3,0.7,1.4,2.9
SUUR0000SEFV,2015,M05,2015 May,152.841,0.2,0.6,1.3,3.0
SUUR0000SEFV,2015,M06,2015 Jun,153.127,0.2,0.6,1.2,3.0
SUUR0000SEFV,2015,M07,2015 Jul,153.109,0.0,0.4,1.1,2.6
SUUR0000SEFV,2015,M08,2015 Aug,153.494,0.3,0.4,1.1,2.6
SUUR0000SEFV,2015,M09,2015 Sep,154.542,0.7,0.9,1.6,3.0
SUUR0000SEFV,2015,M10,2015 Oct,154.855,0.2,1.1,1.5,3.0
SUUR0000SEFV,2015,M11,2015 Nov,155.146,0.2,1.1,1.5,2.8
SUUR0000SEFV,2015,M12,2015 Dec,155.309,0.1,0.5,1.4,2.7
SUUR0000SEFV,2016,M01,2016 Jan,155.790,0.3,0.6,1.8,2.9
SUUR0000SEFV,2016,M02,2016 Feb,155.980,0.1,0.5,1.6,2.7
SUUR0000SEFV,2016,M03,2016 Mar,156.312,0.2,0.6,1.1,2.7
SUUR0000SEFV,2016,M04,2016 Apr,156.682,0.2,0.6,1.2,2.7
SUUR0000SEFV,2016,M05,2016 May,157.032,0.2,0.7,1.2,2.7
SUUR0000SEFV,2016,M06,2016 Jun,157.275,0.2,0.6,1.3,2.7
SUUR0000SEFV,2016,M07,2016 Jul,157.580,0.2,0.6,1.1,2.9
SUUR0000SEFV,2016,M08,2016 Aug,157.947,0.2,0.6,1.3,2.9
SUUR0000SEFV,2016,M09,2016 Sep,158.250,0.2,0.6,1.2,2.4
SUUR0000SEFV,2016,M10,2016 Oct,158.485,0.1,0.6,1.2,2.3
SUUR0000SEFV,2016,M11,2016 Nov,158.620,0.1,0.4,1.0,2.2
SUUR0000SEFV,2016,M12,2016 Dec,158.864,0.2,0.4,1.0,2.3
SUUR0000SEFV,2017,M01,2017 Jan,159.518,0.4,0.7,1.2,2.4
SUUR0000SEFV,2017,M02,2017 Feb,159.869,0.2,0.8,1.2,2.5
SUUR0000SEFV,2017,M03,2017 Mar,160.086,0.1,0.8,1.2,2.4
SUUR0000SEFV,2017,M04,2017 Apr,160.454,0.2,0.6,1.2,2.4
SUUR0000SEFV,2017,M05,2017 May,160.792,0.2,0.6,1.4,2.4
SUUR0000SEFV,2017,M06,2017 Jun,160.846,0.0,0.5,1.2,2.3
SUUR0000SEFV,2017,M07,2017 Jul,161.123,0.2,0.4,1.0,2.2
SUUR0000SEFV,2017,M08,2017 Aug,161.732,0.4,0.6,1.2,2.4
SUUR0000SEFV,2017,M09,2017 Sep,162.273,0.3,0.9,1.4,2.5
SUUR0000SEFV,2017,M10,2017 Oct,162.376,0.1,0.8,1.2,2.5
SUUR0000SEFV,2017,M11,2017 Nov,162.668,0.2,0.6,1.2,2.6
SUUR0000SEFV,2017,M12,2017 Dec,163.037,0.2,0.5,1.4,2.6
SUUR0000SEFV,2018,M01,2018 Jan,163.589,0.3,0.7,1.5,2.6
SUUR0000SEFV,2018,M02,2018 Feb,163.964,0.2,0.8,1.4,2.6
SUUR0000SEFV,2018,M03,2018 Mar,164.129,0.1,0.7,1.1,2.5
SUUR0000SEFV,2018,M04,2018 Apr,164.492,0.2,0.6,1.3,2.5
SUUR0000SEFV,2018,M05,2018 May,165.035,0.3,0.7,1.5,2.6
SUUR0000SEFV,2018,M06,2018 Jun,165.342,0.2,0.7,1.4,2.8
SUUR0000SEFV,2018,M07,2018 Jul,165.513,0.1,0.6,1.2,2.7
SUUR0000SEFV,2018,M08,2018 Aug,165.838,0.2,0.5,1.1,2.5
SUUR0000SEFV,2018,M09,2018 Sep,166.196,0.2,0.5,1.3,2.4
SUUR0000SEFV,2018,M10,2018 Oct,166.379,0.1,0.5,1.1,2.5
SUUR0000SEFV,2018,M11,2018 Nov,166.886,0.3,0.6,1.1,2.6
SUUR0000SEFV,2018,M12,2018 Dec,167.512,0.4,0.8,1.3,2.7
SUUR0000SEFV,2019,M01,2019 Jan,168.116,0.4,1.0,1.6,2.8
SUUR0000SEFV,2019,M02,2019 Feb,168.701,0.3,1.1,1.7,2.9
SUUR0000SEFV,2019,M03,2019 Mar,169.027,0.2,0.9,1.7,3.0
SUUR0000SEFV,2019,M04,2019 Apr,169.585,0.3,0.9,1.9,3.1
SUUR0000SEFV,2019,M05,2019 May,169.940,0.2,0.7,1.8,3.0
SUUR0000SEFV,2019,M06,2019 Jun,170.475,0.3,0.9,1.8,3.1
SUUR0000SEFV,2019,M07,2019 Jul,170.800,0.2,0.7,1.6,3.2
SUUR0000SEFV,2019,M08,2019 Aug,171.209,0.2,0.7,1.5,3.2
SUUR0000SEFV,2019,M09,2019 Sep,171.643,0.3,0.7,1.5,3.3
SUUR0000SEFV,2019,M10,2019 Oct,171.965,0.2,0.7,1.4,3.4
SUUR0000SEFV,2019,M11,2019 Nov,172.249,0.2,0.6,1.4,3.2
SUUR0000SEFV,2019,M12,2019 Dec,172.735,0.3,0.6,1.3,3.1
SUUR0000SEFV,2020,M01,2020 Jan,173.409,0.4,0.8,1.5,3.1
SUUR0000SEFV,2020,M02,2020 Feb,173.782,0.2,0.9,1.5,3.0
SUUR0000SEFV,2020,M03,2020 Mar,174.075,0.2,0.8,1.4,3.0
SUUR0000SEFV,2020,M04,2020 Apr,174.696,0.4,0.7,1.6,3.0
SUUR0000SEFV,2020,M05,2020 May,175.601,0.5,1.0,1.9,3.3
SUUR0000SEFV,2020,M06,2020 Jun,176.602,0.6,1.5,2.2,3.6
SUUR0000SEFV,2020,M07,2020 Jul,177.449,0.5,1.6,2.3,3.9
SUUR0000SEFV,2020,M08,2020 Aug,178.102,0.4,1.4,2.5,4.0
SUUR0000SEFV,2020,M09,2020 Sep,179.182,0.6,1.5,2.9,4.4
SUUR0000SEFV,2020,M10,2020 Oct,179.634,0.3,1.2,2.8,4.5
SUUR0000SEFV,2020,M11,2020 Nov,180.048,0.2,1.1,2.5,4.5
SUUR0000SEFV,2020,M12,2020 Dec,180.822,0.4,0.9,2.4,4.7
SUUR0000SEFV,2021,M01,2021 Jan,181.368,0.3,1.0,2.2,4.6
SUUR0000SEFV,2021,M02,2021 Feb,181.184,-0.1,0.6,1.7,4.3
SUUR0000SEFV,2021,M03,2021 Mar,181.123,0.0,0.2,1.1,4.0
SUUR0000SEFV,2021,M04,2021 Apr,181.655,0.3,0.2,1.1,4.0
SUUR0000SEFV,2021,M05,2021 May,182.683,0.6,0.8,1.5,4.0
SUUR0000SEFV,2021,M06,2021 Jun,183.979,0.7,1.6,1.7,4.2
SUUR0000SEFV,2021,M07,2021 Jul,185.424,0.8,2.1,2.2,4.5
SUUR0000SEFV,2021,M08,2021 Aug,185.944,0.3,1.8,2.6,4.4
SUUR0000SEFV,2021,M09,2021 Sep,186.845,0.5,1.6,3.2,4.3
SUUR0000SEFV,2021,M10,2021 Oct,188.377,0.8,1.6,3.7,4.9
